time;I(R1);I(R2);I(R3);I(R4);
0.0008605;0.00697956;0.00697651;-0.00199057;-2.72444e-07;
0.0008615;0.00697954;0.00697651;-0.00199057;-2.71166e-07;
0.0008625;0.00697956;0.00697651;-0.00199057;-2.699e-07;
0.0008635;0.00697954;0.00697651;-0.00199057;-2.68646e-07;
0.0008645;0.00697956;0.00697651;-0.00199057;-2.67402e-07;
0.0008655;0.00697955;0.00697651;-0.00199057;-2.66171e-07;
0.0008665;0.00697956;0.00697651;-0.00199057;-2.6495e-07;
0.0008675;0.00697955;0.00697651;-0.00199057;-2.63741e-07;
0.0008685;0.00697956;0.00697651;-0.00199057;-2.62542e-07;
0.0008695;0.00697955;0.00697651;-0.00199057;-2.61355e-07;
0.0008705;0.00697956;0.00697651;-0.00199057;-2.60177e-07;
0.0008715;0.00697955;0.00697651;-0.00199057;-2.59011e-07;
0.0008725;0.00697956;0.00697651;-0.00199057;-2.57855e-07;
0.0008735;0.00697955;0.00697651;-0.00199057;-2.56708e-07;
0.0008745;0.00697956;0.00697651;-0.00199057;-2.55572e-07;
0.0008755;0.00697955;0.00697651;-0.00199057;-2.54446e-07;
0.0008765;0.00697956;0.00697651;-0.00199057;-2.5333e-07;
0.0008775;0.00697955;0.00697651;-0.00199057;-2.52223e-07;
0.0008785;0.00697956;0.00697651;-0.00199057;-2.51126e-07;
0.0008795;0.00697955;0.00697651;-0.00199057;-2.50039e-07;
0.0008805;0.00697956;0.00697651;-0.00199057;-2.4896e-07;
0.0008815;0.00697955;0.00697651;-0.00199057;-2.47891e-07;
0.0008825;0.00697956;0.00697651;-0.00199057;-2.46831e-07;
0.0008835;0.00697955;0.00697651;-0.00199057;-2.4578e-07;
0.0008845;0.00697956;0.00697651;-0.00199057;-2.44738e-07;
0.0008855;0.00697955;0.00697651;-0.00199057;-2.43705e-07;
0.0008865;0.00697956;0.00697651;-0.00199057;-2.4268e-07;
0.0008875;0.00697955;0.00697651;-0.00199057;-2.41663e-07;
0.0008885;0.00697956;0.00697651;-0.00199057;-2.40655e-07;
0.0008895;0.00697955;0.00697651;-0.00199057;-2.39656e-07;
0.0008905;0.00697956;0.00697651;-0.00199057;-2.38665e-07;
0.0008915;0.00697955;0.00697651;-0.00199057;-2.37681e-07;
0.0008925;0.00697956;0.00697651;-0.00199057;-2.36706e-07;
0.0008935;0.00697955;0.00697651;-0.00199057;-2.35739e-07;
0.0008945;0.00697956;0.00697651;-0.00199057;-2.34779e-07;
0.0008955;0.00697955;0.00697651;-0.00199057;-2.33827e-07;
0.0008965;0.00697956;0.00697651;-0.00199057;-2.32883e-07;
0.0008975;0.00697955;0.00697651;-0.00199057;-2.31947e-07;
0.0008985;0.00697956;0.00697651;-0.00199057;-2.31018e-07;
0.0008995;0.00697955;0.00697651;-0.00199057;-2.30096e-07;
0.0009005;0.00697956;0.00697651;-0.00199057;-2.29181e-07;
0.0009015;0.00697955;0.00697651;-0.00199057;-2.28274e-07;
0.0009025;0.00697956;0.00697651;-0.00199057;-2.27374e-07;
0.0009035;0.00697955;0.00697651;-0.00199057;-2.26481e-07;
0.0009045;0.00697956;0.00697651;-0.00199057;-2.25594e-07;
0.0009055;0.00697955;0.00697651;-0.00199057;-2.24715e-07;
0.0009065;0.00697956;0.00697651;-0.00199057;-2.23843e-07;
0.0009075;0.00697955;0.00697651;-0.00199057;-2.22977e-07;
0.0009085;0.00697956;0.00697651;-0.00199057;-2.22117e-07;
0.0009095;0.00697955;0.00697651;-0.00199057;-2.21265e-07;
0.0009105;0.00697956;0.00697651;-0.00199057;-2.20419e-07;
0.0009115;0.00697955;0.00697651;-0.00199057;-2.19579e-07;
0.0009125;0.00697956;0.00697651;-0.00199057;-2.18745e-07;
0.0009135;0.00697955;0.00697651;-0.00199057;-2.17918e-07;
0.0009145;0.00697956;0.00697651;-0.00199057;-2.17097e-07;
0.0009155;0.00697955;0.00697651;-0.00199057;-2.16282e-07;
0.0009165;0.00697956;0.00697651;-0.00199057;-2.15473e-07;
0.0009175;0.00697955;0.00697651;-0.00199057;-2.14671e-07;
0.0009185;0.00697956;0.00697651;-0.00199057;-2.13874e-07;
0.0009195;0.00697955;0.00697651;-0.00199057;-2.13083e-07;
0.0009205;0.00697956;0.00697651;-0.00199057;-2.12297e-07;
0.0009215;0.00697955;0.00697651;-0.00199057;-2.11518e-07;
0.0009225;0.00697956;0.00697651;-0.00199057;-2.10744e-07;
0.0009235;0.00697955;0.00697651;-0.00199057;-2.09976e-07;
0.0009245;0.00697956;0.00697651;-0.00199057;-2.09213e-07;
0.0009255;0.00697955;0.00697651;-0.00199057;-2.08456e-07;
0.0009265;0.00697956;0.00697651;-0.00199057;-2.07704e-07;
0.0009275;0.00697955;0.00697651;-0.00199057;-2.06958e-07;
0.0009285;0.00697956;0.00697651;-0.00199057;-2.06217e-07;
0.0009295;0.00697955;0.00697651;-0.00199057;-2.05481e-07;
0.0009305;0.00697956;0.00697651;-0.00199057;-2.0475e-07;
0.0009315;0.00697955;0.00697651;-0.00199057;-2.04025e-07;
0.0009325;0.00697956;0.00697651;-0.00199057;-2.03304e-07;
0.0009335;0.00697955;0.00697651;-0.00199057;-2.02589e-07;
0.0009345;0.00697956;0.00697651;-0.00199057;-2.01879e-07;
0.0009355;0.00697955;0.00697651;-0.00199057;-2.01173e-07;
0.0009365;0.00697956;0.00697651;-0.00199057;-2.00473e-07;
0.0009375;0.00697955;0.00697651;-0.00199057;-1.99777e-07;
0.0009385;0.00697956;0.00697651;-0.00199057;-1.99086e-07;
0.0009395;0.00697955;0.00697651;-0.00199057;-1.984e-07;
0.0009405;0.00697955;0.00697651;-0.00199057;-1.97718e-07;
0.0009415;0.00697955;0.00697651;-0.00199057;-1.97042e-07;
0.0009425;0.00697955;0.00697651;-0.00199057;-1.96369e-07;
0.0009435;0.00697955;0.00697651;-0.00199057;-1.95702e-07;
0.0009445;0.00697955;0.00697651;-0.00199057;-1.95038e-07;
0.0009455;0.00697955;0.00697651;-0.00199057;-1.9438e-07;
0.0009465;0.00697955;0.00697651;-0.00199057;-1.93725e-07;
0.0009475;0.00697955;0.00697651;-0.00199057;-1.93075e-07;
0.0009485;0.00697955;0.00697651;-0.00199057;-1.9243e-07;
0.0009495;0.00697955;0.00697651;-0.00199057;-1.91788e-07;
0.0009505;0.00697955;0.00697651;-0.00199057;-1.91151e-07;
0.0009515;0.00697955;0.00697651;-0.00199057;-1.90518e-07;
0.0009525;0.00697955;0.00697651;-0.00199057;-1.89889e-07;
0.0009535;0.00697955;0.00697651;-0.00199057;-1.89265e-07;
0.0009545;0.00697955;0.00697651;-0.00199057;-1.88644e-07;
0.0009555;0.00697955;0.00697651;-0.00199057;-1.88027e-07;
0.0009565;0.00697955;0.00697651;-0.00199057;-1.87415e-07;
0.0009575;0.00697955;0.00697651;-0.00199057;-1.86806e-07;
0.0009585;0.00697955;0.00697651;-0.00199057;-1.86202e-07;
0.0009595;0.00697955;0.00697651;-0.00199057;-1.85601e-07;
0.0009605;0.00697955;0.00697651;-0.00199057;-1.85004e-07;
0.0009615;0.00697955;0.00697651;-0.00199057;-1.84411e-07;
0.0009625;0.00697955;0.00697651;-0.00199057;-1.83821e-07;
0.0009635;0.00697955;0.00697651;-0.00199057;-1.83236e-07;
0.0009645;0.00697955;0.00697651;-0.00199057;-1.82654e-07;
0.0009655;0.00697955;0.00697651;-0.00199057;-1.82075e-07;
0.0009665;0.00697955;0.00697651;-0.00199057;-1.81501e-07;
0.0009675;0.00697955;0.00697651;-0.00199057;-1.8093e-07;
0.0009685;0.00697955;0.00697651;-0.00199057;-1.80362e-07;
0.0009695;0.00697955;0.00697651;-0.00199057;-1.79798e-07;
0.0009705;0.00697955;0.00697651;-0.00199057;-1.79238e-07;
0.0009715;0.00697955;0.00697651;-0.00199057;-1.78681e-07;
0.0009725;0.00697955;0.00697651;-0.00199057;-1.78127e-07;
0.0009735;0.00697956;0.00697651;-0.00199057;-1.77577e-07;
0.0009745;0.00697955;0.00697651;-0.00199057;-1.7703e-07;
0.0009755;0.00697956;0.00697651;-0.00199057;-1.76487e-07;
0.0009765;0.00697955;0.00697651;-0.00199057;-1.75947e-07;
0.0009775;0.00697956;0.00697651;-0.00199057;-1.7541e-07;
0.0009785;0.00697955;0.00697651;-0.00199057;-1.74876e-07;
0.0009795;0.00697956;0.00697651;-0.00199057;-1.74346e-07;
0.0009805;0.00697955;0.00697651;-0.00199057;-1.73819e-07;
0.0009815;0.00697956;0.00697651;-0.00199057;-1.73295e-07;
0.0009825;0.00697955;0.00697651;-0.00199057;-1.72774e-07;
0.0009835;0.00697956;0.00697651;-0.00199057;-1.72256e-07;
0.0009845;0.00697955;0.00697651;-0.00199057;-1.71741e-07;
0.0009855;0.00697956;0.00697651;-0.00199057;-1.71229e-07;
0.0009865;0.00697955;0.00697651;-0.00199057;-1.70721e-07;
0.0009875;0.00697956;0.00697651;-0.00199057;-1.70215e-07;
0.0009885;0.00697955;0.00697651;-0.00199057;-1.69713e-07;
0.0009895;0.00697956;0.00697651;-0.00199057;-1.69213e-07;
0.0009905;0.00697955;0.00697651;-0.00199057;-1.68716e-07;
0.0009915;0.00697956;0.00697651;-0.00199057;-1.68222e-07;
0.0009925;0.00697955;0.00697651;-0.00199057;-1.67731e-07;
0.0009935;0.00697956;0.00697651;-0.00199057;-1.67243e-07;
0.0009945;0.00697955;0.00697651;-0.00199057;-1.66758e-07;
0.0009955;0.00697956;0.00697651;-0.00199057;-1.66275e-07;
0.0009965;0.00697955;0.00697651;-0.00199057;-1.65795e-07;
0.0009975;0.00697956;0.00697651;-0.00199057;-1.65318e-07;
0.0009985;0.00697955;0.00697651;-0.00199057;-1.64844e-07;
0.0009995;0.00697956;0.00697651;-0.00199057;-1.64372e-07;
0.001;0.00697955;0.00697651;-0.00199057;-1.64137e-07;
0.0010001;0.00700637;0.00697818;-0.00199094;-1.6409e-07;
0.0010003;0.00706132;0.00698474;-0.00199166;-1.63997e-07;
0.0010007;0.00717131;0.00701489;-0.0019931;-1.6381e-07;
0.0010015;0.00739132;0.00712524;-0.00199593;-1.63437e-07;
0.0010025;0.00766652;0.00732359;-0.00199938;-1.62973e-07;
0.0010035;0.00794179;0.00755741;-0.00200274;-1.62512e-07;
0.0010045;0.00821722;0.00780567;-0.002006;-1.62054e-07;
0.0010055;0.00849269;0.00805459;-0.00200918;-1.61598e-07;
0.0010065;0.0087683;0.00829213;-0.00201228;-1.61144e-07;
0.0010075;0.00904395;0.00850664;-0.0020153;-1.60694e-07;
0.0010085;0.00931972;0.00868981;-0.00201823;-1.60245e-07;
0.0010095;0.00959551;0.00884074;-0.0020211;-1.59799e-07;
0.0010105;0.0098714;0.00896532;-0.00202389;-1.59356e-07;
0.0010115;0.0101473;0.00907127;-0.00202663;-1.58915e-07;
0.0010125;0.0104233;0.00916457;-0.0020293;-1.58477e-07;
0.0010135;0.0106992;0.00924889;-0.00203191;-1.58041e-07;
0.0010145;0.0109753;0.00932654;-0.00203447;-1.57607e-07;
0.0010155;0.0112513;0.00939897;-0.00203699;-1.57175e-07;
0.0010165;0.0115275;0.00946721;-0.00203945;-1.56746e-07;
0.0010175;0.0118036;0.00953205;-0.00204187;-1.5632e-07;
0.0010185;0.0120798;0.00959407;-0.00204425;-1.55895e-07;
0.0010195;0.012356;0.0096537;-0.00204658;-1.55473e-07;
0.0010205;0.0126323;0.00971129;-0.00204888;-1.55053e-07;
0.0010215;0.0129085;0.00976712;-0.00205114;-1.54636e-07;
0.0010225;0.0131848;0.00982141;-0.00205336;-1.54221e-07;
0.0010235;0.0134611;0.00987435;-0.00205555;-1.53807e-07;
0.0010245;0.0137375;0.0099261;-0.00205771;-1.53396e-07;
0.0010255;0.0140138;0.00997677;-0.00205983;-1.52988e-07;
0.0010265;0.0142902;0.0100265;-0.00206193;-1.52581e-07;
0.0010275;0.0145666;0.0100753;-0.00206399;-1.52177e-07;
0.0010285;0.0148424;0.0101233;-0.00206603;-1.51774e-07;
0.0010295;0.0151134;0.01017;-0.00206804;-1.51374e-07;
0.0010305;0.0153514;0.0102121;-0.00207001;-1.50976e-07;
0.0010315;0.0155073;0.0102422;-0.00207193;-1.5058e-07;
0.0010325;0.015598;0.0102595;-0.00207381;-1.50186e-07;
0.0010335;0.015657;0.0102703;-0.00207565;-1.49794e-07;
0.0010345;0.0156998;0.0102779;-0.00207747;-1.49404e-07;
0.0010355;0.0157332;0.0102837;-0.00207926;-1.49016e-07;
0.0010365;0.0157606;0.0102885;-0.00208102;-1.48631e-07;
0.0010375;0.0157838;0.0102924;-0.00208277;-1.48247e-07;
0.0010385;0.015804;0.0102958;-0.00208449;-1.47865e-07;
0.0010395;0.0158219;0.0102989;-0.0020862;-1.47485e-07;
0.0010405;0.015838;0.0103016;-0.00208788;-1.47107e-07;
0.0010415;0.0158527;0.010304;-0.00208955;-1.46731e-07;
0.0010425;0.0158661;0.0103063;-0.0020912;-1.46357e-07;
0.0010435;0.0158786;0.0103083;-0.00209283;-1.45984e-07;
0.0010445;0.0158903;0.0103103;-0.00209444;-1.45614e-07;
0.0010455;0.0159012;0.0103121;-0.00209603;-1.45245e-07;
0.0010465;0.0159115;0.0103138;-0.00209762;-1.44879e-07;
0.0010475;0.0159213;0.0103154;-0.00209918;-1.44514e-07;
0.0010485;0.0159306;0.010317;-0.00210073;-1.44151e-07;
0.0010495;0.0159395;0.0103184;-0.00210226;-1.4379e-07;
0.00105;0.0159438;0.0103191;-0.00210303;-1.4361e-07;
0.0010501;0.0159437;0.0103192;-0.00210302;-1.43574e-07;
0.0010503;0.0159436;0.0103194;-0.00210302;-1.43502e-07;
0.0010507;0.0159436;0.0103194;-0.00210302;-1.43359e-07;
0.0010515;0.0159436;0.0103194;-0.00210302;-1.43073e-07;
0.0010525;0.0159436;0.0103194;-0.00210302;-1.42717e-07;
0.0010535;0.0159436;0.0103194;-0.00210302;-1.42363e-07;
0.0010545;0.0159436;0.0103194;-0.00210302;-1.4201e-07;
0.0010555;0.0159436;0.0103194;-0.00210302;-1.4166e-07;
0.0010565;0.0159436;0.0103194;-0.00210302;-1.41311e-07;
0.0010575;0.0159436;0.0103194;-0.00210302;-1.40964e-07;
0.0010585;0.0159436;0.0103194;-0.00210302;-1.40618e-07;
0.0010595;0.0159436;0.0103194;-0.00210302;-1.40274e-07;
0.0010605;0.0159436;0.0103194;-0.00210302;-1.39932e-07;
0.0010615;0.0159436;0.0103194;-0.00210302;-1.39592e-07;
0.0010625;0.0159436;0.0103194;-0.00210302;-1.39253e-07;
0.0010635;0.0159436;0.0103194;-0.00210302;-1.38916e-07;
0.0010645;0.0159436;0.0103194;-0.00210302;-1.3858e-07;
0.0010655;0.0159436;0.0103194;-0.00210302;-1.38246e-07;
0.0010665;0.0159436;0.0103194;-0.00210302;-1.37914e-07;
0.0010675;0.0159436;0.0103194;-0.00210302;-1.37583e-07;
0.0010685;0.0159436;0.0103194;-0.00210302;-1.37254e-07;
0.0010695;0.0159436;0.0103194;-0.00210302;-1.36926e-07;
0.0010705;0.0159436;0.0103194;-0.00210302;-1.366e-07;
0.0010715;0.0159436;0.0103194;-0.00210302;-1.36276e-07;
0.0010725;0.0159436;0.0103194;-0.00210302;-1.35953e-07;
0.0010735;0.0159436;0.0103194;-0.00210302;-1.35631e-07;
0.0010745;0.0159436;0.0103194;-0.00210302;-1.35311e-07;
0.0010755;0.0159436;0.0103194;-0.00210302;-1.34993e-07;
0.0010765;0.0159436;0.0103194;-0.00210302;-1.34676e-07;
0.0010775;0.0159436;0.0103194;-0.00210302;-1.3436e-07;
0.0010785;0.0159436;0.0103194;-0.00210302;-1.34046e-07;
0.0010795;0.0159436;0.0103194;-0.00210302;-1.33733e-07;
0.0010805;0.0159436;0.0103194;-0.00210302;-1.33422e-07;
0.0010815;0.0159436;0.0103194;-0.00210302;-1.33113e-07;
0.0010825;0.0159436;0.0103194;-0.00210302;-1.32804e-07;
0.0010835;0.0159436;0.0103194;-0.00210302;-1.32498e-07;
0.0010845;0.0159436;0.0103194;-0.00210302;-1.32192e-07;
0.0010855;0.0159436;0.0103194;-0.00210302;-1.31888e-07;
0.0010865;0.0159436;0.0103194;-0.00210302;-1.31585e-07;
0.0010875;0.0159436;0.0103194;-0.00210302;-1.31284e-07;
0.0010885;0.0159436;0.0103194;-0.00210302;-1.30984e-07;
0.0010895;0.0159436;0.0103194;-0.00210302;-1.30686e-07;
0.0010905;0.0159436;0.0103194;-0.00210302;-1.30389e-07;
0.0010915;0.0159436;0.0103194;-0.00210302;-1.30093e-07;
0.0010925;0.0159436;0.0103194;-0.00210302;-1.29798e-07;
0.0010935;0.0159436;0.0103194;-0.00210302;-1.29505e-07;
0.0010945;0.0159436;0.0103194;-0.00210302;-1.29213e-07;
0.0010955;0.0159436;0.0103194;-0.00210302;-1.28923e-07;
0.0010965;0.0159436;0.0103194;-0.00210302;-1.28633e-07;
0.0010975;0.0159436;0.0103194;-0.00210302;-1.28346e-07;
0.0010985;0.0159436;0.0103194;-0.00210302;-1.28059e-07;
0.0010995;0.0159436;0.0103194;-0.00210302;-1.27773e-07;
0.0011005;0.0159436;0.0103194;-0.00210302;-1.27489e-07;
0.0011015;0.0159436;0.0103194;-0.00210302;-1.27206e-07;
0.0011025;0.0159436;0.0103194;-0.00210302;-1.26925e-07;
0.0011035;0.0159436;0.0103194;-0.00210302;-1.26644e-07;
0.0011045;0.0159436;0.0103194;-0.00210302;-1.26365e-07;
0.0011055;0.0159436;0.0103194;-0.00210302;-1.26087e-07;
0.0011065;0.0159436;0.0103194;-0.00210302;-1.25811e-07;
0.0011075;0.0159436;0.0103194;-0.00210302;-1.25535e-07;
0.0011085;0.0159436;0.0103194;-0.00210302;-1.25261e-07;
0.0011095;0.0159436;0.0103194;-0.00210302;-1.24988e-07;
0.0011105;0.0159436;0.0103194;-0.00210302;-1.24716e-07;
0.0011115;0.0159436;0.0103194;-0.00210302;-1.24445e-07;
0.0011125;0.0159436;0.0103194;-0.00210302;-1.24175e-07;
0.0011135;0.0159436;0.0103194;-0.00210302;-1.23907e-07;
0.0011145;0.0159436;0.0103194;-0.00210302;-1.2364e-07;
0.0011155;0.0159436;0.0103194;-0.00210302;-1.23374e-07;
0.0011165;0.0159436;0.0103194;-0.00210302;-1.23109e-07;
0.0011175;0.0159436;0.0103194;-0.00210302;-1.22845e-07;
0.0011185;0.0159436;0.0103194;-0.00210302;-1.22582e-07;
0.0011195;0.0159436;0.0103194;-0.00210302;-1.2232e-07;
0.0011205;0.0159436;0.0103194;-0.00210302;-1.2206e-07;
0.0011215;0.0159436;0.0103194;-0.00210302;-1.218e-07;
0.0011225;0.0159436;0.0103194;-0.00210302;-1.21542e-07;
0.0011235;0.0159436;0.0103194;-0.00210302;-1.21285e-07;
0.0011245;0.0159436;0.0103194;-0.00210302;-1.21029e-07;
0.001125;0.0159436;0.0103194;-0.00210302;-1.20901e-07;
0.0011251;0.0159436;0.0103194;-0.00210302;-2.1004e-10;
0.0011253;0.0159436;0.0103194;-0.00210302;2.06625e-08;
0.0011257;0.0159436;0.0103194;-0.00210303;0.000276183;
0.0011265;0.0159436;0.0103194;-0.00210305;0.00113149;
0.001127;0.0159436;0.0103194;-0.00210307;0.00167501;
0.0011271;0.0159436;0.0103194;-0.00210307;0.00167512;
0.0011273;0.0159436;0.0103194;-0.00210308;0.00167512;
0.0011277;0.0159437;0.0103194;-0.0021041;0.00164691;
0.0011278;0.0159441;0.0103195;-0.00210627;0.00162751;
0.001128;0.0159454;0.0103196;-0.00212088;0.00160123;
0.00112815;0.0147844;0.0102757;-0.00230276;0.0016302;
0.00112829;0.0162282;0.0102636;-0.00179047;0.00167512;
0.0011284;0.0107473;0.0101375;-0.00243165;0.00167512;
0.00112851;0.0163564;0.0100585;-0.00181273;0.00167512;
0.00112861;0.0120577;0.0100475;-0.00241986;0.00167512;
0.00112872;0.0163543;0.0100399;-0.00182301;0.00167512;
0.00112884;0.0130428;0.0100665;-0.00241205;0.00167512;
0.00112899;0.0163113;0.0100837;-0.00182916;0.00167512;
0.00112916;0.0136472;0.0101222;-0.00240742;0.00167512;
0.00112939;0.0162623;0.010142;-0.00183231;0.00167509;
0.00112968;0.0139677;0.0101711;-0.0024057;0.00165435;
0.00113014;0.0162303;0.0101788;-0.0018371;0.00165063;
0.00113075;0.014255;0.0102058;-0.00240094;0.00166145;
0.00113172;0.0162112;0.0102007;-0.00183983;0.0016495;
0.00113272;0.0143768;0.0102159;-0.00239924;0.00166136;
0.00113372;0.0162025;0.01021;-0.0018415;0.00165003;
0.00113472;0.0144905;0.0102246;-0.00239766;0.00166018;
0.00113572;0.0161942;0.0102189;-0.00184308;0.00165075;
0.00113672;0.0145998;0.0102329;-0.00239615;0.00165901;
0.00113772;0.0161862;0.0102274;-0.00184459;0.00165142;
0.00113872;0.0147053;0.0102409;-0.0023947;0.00165806;
0.00113972;0.0161785;0.0102355;-0.00184605;0.00165202;
0.00114072;0.0148069;0.0102486;-0.0023933;0.0016573;
0.00114172;0.016171;0.0102434;-0.00184745;0.00165252;
0.00114272;0.0149045;0.0102559;-0.00239195;0.00165671;
0.00114372;0.0161639;0.0102509;-0.0018488;0.00165293;
0.00114472;0.0149976;0.0102629;-0.00239065;0.00165624;
0.00114572;0.0161571;0.0102581;-0.0018501;0.00165328;
0.00114672;0.0150852;0.0102694;-0.00238939;0.00165588;
0.00114772;0.0161505;0.0102649;-0.00185136;0.00165356;
0.00114872;0.015166;0.0102753;-0.00238818;0.00165558;
0.00114972;0.0161445;0.0102711;-0.00185257;0.0016538;
0.00115072;0.0152384;0.0102805;-0.002387;0.00165534;
0.00115172;0.0161392;0.0102768;-0.00185374;0.001654;
0.00115272;0.0153027;0.0102851;-0.00238586;0.00165515;
0.00115372;0.0161339;0.0102817;-0.00185488;0.00165416;
0.00115472;0.0153555;0.0102887;-0.00238475;0.001655;
0.00115572;0.0161295;0.0102858;-0.00185599;0.0016543;
0.00115672;0.0154002;0.0102917;-0.00238366;0.00165487;
0.00115772;0.0161256;0.0102893;-0.00185707;0.00165441;
0.00115872;0.0154378;0.0102943;-0.0023826;0.00165477;
0.00115972;0.0161221;0.0102922;-0.00185813;0.0016545;
0.00116072;0.0154706;0.0102965;-0.00238157;0.00165468;
0.00116172;0.016119;0.0102947;-0.00185916;0.00165457;
0.00116272;0.0154971;0.0102982;-0.00238055;0.00165461;
0.00116372;0.0161163;0.0102967;-0.00186017;0.00165464;
0.00116472;0.0155203;0.0102998;-0.00237956;0.00165456;
0.00116572;0.0161137;0.0102985;-0.00186116;0.00165469;
0.00116672;0.0155406;0.0103012;-0.00237858;0.00165451;
0.00116772;0.0161113;0.0103;-0.00186213;0.00165473;
0.00116872;0.0155586;0.0103024;-0.00237762;0.00165448;
0.00116972;0.0161092;0.0103013;-0.00186308;0.00165476;
0.00117072;0.0155752;0.0103035;-0.00237667;0.00165445;
0.00117172;0.0161071;0.0103025;-0.00186402;0.00165479;
0.00117272;0.0155893;0.0103044;-0.00237574;0.00165442;
0.00117372;0.0161051;0.0103035;-0.00186495;0.00165481;
0.00117472;0.0156022;0.0103052;-0.00237482;0.0016544;
0.00117572;0.0161033;0.0103044;-0.00186586;0.00165483;
0.00117672;0.0156141;0.010306;-0.00237392;0.00165439;
0.00117772;0.0161015;0.0103052;-0.00186675;0.00165484;
0.00117872;0.0156249;0.0103067;-0.00237303;0.00165438;
0.00117972;0.0160998;0.010306;-0.00186764;0.00165485;
0.00118072;0.0156355;0.0103074;-0.00237215;0.00165437;
0.00118172;0.0160982;0.0103067;-0.00186851;0.00165486;
0.00118272;0.0156445;0.010308;-0.00237129;0.00165436;
0.00118372;0.0160967;0.0103074;-0.00186937;0.00165486;
0.00118472;0.015653;0.0103085;-0.00237043;0.00165436;
0.00118572;0.0160953;0.010308;-0.00187022;0.00165487;
0.00118672;0.015661;0.0103091;-0.00236959;0.00165435;
0.00118772;0.0160935;0.0103085;-0.00187106;0.00165487;
0.00118872;0.0156686;0.0103095;-0.00236876;0.00165435;
0.00118972;0.016092;0.010309;-0.00187188;0.00165487;
0.00119072;0.0156757;0.01031;-0.00236793;0.00165435;
0.00119172;0.0160906;0.0103094;-0.0018727;0.00165488;
0.00119272;0.0156824;0.0103104;-0.00236712;0.00165435;
0.00119372;0.0160892;0.0103099;-0.00187351;0.00165488;
0.00119472;0.0156887;0.0103108;-0.00236632;0.00165435;
0.00119572;0.0160878;0.0103103;-0.00187431;0.00165487;
0.00119672;0.0156947;0.0103111;-0.00236552;0.00165435;
0.00119772;0.0160865;0.0103107;-0.00187509;0.00165487;
0.00119872;0.0157004;0.0103115;-0.00236474;0.00165435;
0.00119972;0.0160852;0.010311;-0.00187587;0.00165487;
0.00120072;0.0157061;0.0103118;-0.00236396;0.00165435;
0.00120172;0.0160839;0.0103114;-0.00187664;0.00165487;
0.00120272;0.0157112;0.0103121;-0.00236319;0.00165436;
0.00120372;0.0160826;0.0103117;-0.00187741;0.00165487;
0.00120472;0.015716;0.0103124;-0.00236243;0.00165436;
0.00120572;0.0160814;0.010312;-0.00187816;0.00165487;
0.00120672;0.0157207;0.0103127;-0.00236168;0.00165436;
0.00120772;0.0160802;0.0103123;-0.00187891;0.00165486;
0.00120872;0.0157252;0.0103129;-0.00236094;0.00165436;
0.00120972;0.016079;0.0103126;-0.00187965;0.00165486;
0.00121072;0.0157295;0.0103132;-0.0023602;0.00165437;
0.00121172;0.0160778;0.0103128;-0.00188038;0.00165486;
0.00121272;0.0157336;0.0103134;-0.00235948;0.00165437;
0.00121372;0.0160767;0.0103131;-0.0018811;0.00165486;
0.00121472;0.0157376;0.0103136;-0.00235875;0.00165437;
0.00121572;0.0160755;0.0103133;-0.00188182;0.00165485;
0.00121672;0.0157414;0.0103139;-0.00235804;0.00165437;
0.00121772;0.0160744;0.0103135;-0.00188253;0.00165485;
0.00121872;0.0157451;0.0103141;-0.00235733;0.00165438;
0.00121972;0.0160733;0.0103137;-0.00188323;0.00165485;
0.00122072;0.0157486;0.0103143;-0.00235663;0.00165438;
0.00122172;0.0160722;0.0103139;-0.00188393;0.00165485;
0.00122272;0.0157521;0.0103144;-0.00235594;0.00165438;
0.00122372;0.0160711;0.0103141;-0.00188462;0.00165484;
0.00122472;0.0157554;0.0103146;-0.00235525;0.00165438;
0.00122572;0.01607;0.0103143;-0.0018853;0.00165484;
0.00122672;0.015759;0.0103148;-0.00235457;0.00165439;
0.00122772;0.0160689;0.0103145;-0.00188598;0.00165484;
0.00122872;0.015762;0.010315;-0.00235389;0.00165439;
0.00122972;0.0160679;0.0103147;-0.00188665;0.00165484;
0.00123072;0.0157649;0.0103151;-0.00235323;0.00165439;
0.00123172;0.0160669;0.0103149;-0.00188731;0.00165484;
0.00123272;0.0157678;0.0103153;-0.00235256;0.00165439;
0.00123372;0.0160658;0.010315;-0.00188797;0.00165483;
0.00123472;0.0157705;0.0103154;-0.00235191;0.0016544;
0.00123572;0.0160648;0.0103152;-0.00188863;0.00165483;
0.00123672;0.0157732;0.0103155;-0.00235125;0.0016544;
0.00123772;0.0160638;0.0103153;-0.00188927;0.00165483;
0.00123872;0.0157759;0.0103157;-0.00235061;0.0016544;
0.00123972;0.0160629;0.0103154;-0.00188992;0.00165483;
0.00124072;0.0157784;0.0103158;-0.00234997;0.0016544;
0.00124172;0.0160619;0.0103156;-0.00189055;0.00165482;
0.00124272;0.0157809;0.0103159;-0.00234933;0.0016544;
0.00124372;0.0160609;0.0103157;-0.00189118;0.00165482;
0.00124472;0.0157833;0.010316;-0.0023487;0.00165441;
0.00124572;0.0160599;0.0103158;-0.00189181;0.00165482;
0.00124672;0.0157857;0.0103161;-0.00234808;0.00165441;
0.00124772;0.016059;0.0103159;-0.00189243;0.00165482;
