time;I(R1);I(R2);I(R3);I(R4);
0.0017215;0.0069795;0.00697651;-0.00199057;-7.76104e-07;
0.0017225;0.0069796;0.00697651;-0.00199057;-7.66102e-07;
0.0017235;0.0069795;0.00697651;-0.00199057;-7.56349e-07;
0.0017245;0.0069796;0.00697651;-0.00199057;-7.46837e-07;
0.0017255;0.0069795;0.00697651;-0.00199057;-7.37556e-07;
0.0017265;0.0069796;0.00697651;-0.00199057;-7.28499e-07;
0.0017275;0.00697951;0.00697651;-0.00199057;-7.19656e-07;
0.0017285;0.0069796;0.00697651;-0.00199057;-7.11022e-07;
0.0017295;0.00697951;0.00697651;-0.00199057;-7.02589e-07;
0.0017305;0.0069796;0.00697651;-0.00199057;-6.94349e-07;
0.0017315;0.00697951;0.00697651;-0.00199057;-6.86297e-07;
0.0017325;0.0069796;0.00697651;-0.00199057;-6.78426e-07;
0.0017335;0.00697951;0.00697651;-0.00199057;-6.7073e-07;
0.0017345;0.0069796;0.00697651;-0.00199057;-6.63204e-07;
0.0017355;0.00697951;0.00697651;-0.00199057;-6.55842e-07;
0.0017365;0.0069796;0.00697651;-0.00199057;-6.48638e-07;
0.0017375;0.00697951;0.00697651;-0.00199057;-6.41589e-07;
0.0017385;0.0069796;0.00697651;-0.00199057;-6.34688e-07;
0.0017395;0.00697951;0.00697651;-0.00199057;-6.27931e-07;
0.0017405;0.0069796;0.00697651;-0.00199057;-6.21315e-07;
0.0017415;0.00697951;0.00697651;-0.00199057;-6.14834e-07;
0.0017425;0.0069796;0.00697651;-0.00199057;-6.08484e-07;
0.0017435;0.00697951;0.00697651;-0.00199057;-6.02263e-07;
0.0017445;0.00697959;0.00697651;-0.00199057;-5.96165e-07;
0.0017455;0.00697951;0.00697651;-0.00199057;-5.90187e-07;
0.0017465;0.00697959;0.00697651;-0.00199057;-5.84326e-07;
0.0017475;0.00697951;0.00697651;-0.00199057;-5.78579e-07;
0.0017485;0.00697959;0.00697651;-0.00199057;-5.72942e-07;
0.0017495;0.00697952;0.00697651;-0.00199057;-5.67411e-07;
0.0017505;0.00697959;0.00697651;-0.00199057;-5.61985e-07;
0.0017515;0.00697952;0.00697651;-0.00199057;-5.5666e-07;
0.0017525;0.00697959;0.00697651;-0.00199057;-5.51434e-07;
0.0017535;0.00697952;0.00697651;-0.00199057;-5.46303e-07;
0.0017545;0.00697959;0.00697651;-0.00199057;-5.41265e-07;
0.0017555;0.00697952;0.00697651;-0.00199057;-5.36319e-07;
0.0017565;0.00697959;0.00697651;-0.00199057;-5.3146e-07;
0.0017575;0.00697952;0.00697651;-0.00199057;-5.26687e-07;
0.0017585;0.00697959;0.00697651;-0.00199057;-5.21998e-07;
0.0017595;0.00697952;0.00697651;-0.00199057;-5.17391e-07;
0.0017605;0.00697959;0.00697651;-0.00199057;-5.12863e-07;
0.0017615;0.00697952;0.00697651;-0.00199057;-5.08413e-07;
0.0017625;0.00697959;0.00697651;-0.00199057;-5.04038e-07;
0.0017635;0.00697952;0.00697651;-0.00199057;-4.99737e-07;
0.0017645;0.00697959;0.00697651;-0.00199057;-4.95507e-07;
0.0017655;0.00697952;0.00697651;-0.00199057;-4.91347e-07;
0.0017665;0.00697959;0.00697651;-0.00199057;-4.87256e-07;
0.0017675;0.00697952;0.00697651;-0.00199057;-4.83232e-07;
0.0017685;0.00697959;0.00697651;-0.00199057;-4.79272e-07;
0.0017695;0.00697952;0.00697651;-0.00199057;-4.75376e-07;
0.0017705;0.00697958;0.00697651;-0.00199057;-4.71542e-07;
0.0017715;0.00697952;0.00697651;-0.00199057;-4.67769e-07;
0.0017725;0.00697958;0.00697651;-0.00199057;-4.64054e-07;
0.0017735;0.00697952;0.00697651;-0.00199057;-4.60398e-07;
0.0017745;0.00697958;0.00697651;-0.00199057;-4.56798e-07;
0.0017755;0.00697952;0.00697651;-0.00199057;-4.53253e-07;
0.0017765;0.00697958;0.00697651;-0.00199057;-4.49762e-07;
0.0017775;0.00697953;0.00697651;-0.00199057;-4.46323e-07;
0.0017785;0.00697958;0.00697651;-0.00199057;-4.42937e-07;
0.0017795;0.00697953;0.00697651;-0.00199057;-4.396e-07;
0.0017805;0.00697958;0.00697651;-0.00199057;-4.36313e-07;
0.0017815;0.00697953;0.00697651;-0.00199057;-4.33074e-07;
0.0017825;0.00697958;0.00697651;-0.00199057;-4.29882e-07;
0.0017835;0.00697953;0.00697651;-0.00199057;-4.26737e-07;
0.0017845;0.00697958;0.00697651;-0.00199057;-4.23636e-07;
0.0017855;0.00697953;0.00697651;-0.00199057;-4.2058e-07;
0.0017865;0.00697958;0.00697651;-0.00199057;-4.17567e-07;
0.0017875;0.00697953;0.00697651;-0.00199057;-4.14596e-07;
0.0017885;0.00697958;0.00697651;-0.00199057;-4.11667e-07;
0.0017895;0.00697953;0.00697651;-0.00199057;-4.08779e-07;
0.0017905;0.00697958;0.00697651;-0.00199057;-4.0593e-07;
0.0017915;0.00697953;0.00697651;-0.00199057;-4.0312e-07;
0.0017925;0.00697958;0.00697651;-0.00199057;-4.00349e-07;
0.0017935;0.00697953;0.00697651;-0.00199057;-3.97614e-07;
0.0017945;0.00697958;0.00697651;-0.00199057;-3.94917e-07;
0.0017955;0.00697953;0.00697651;-0.00199057;-3.92255e-07;
0.0017965;0.00697958;0.00697651;-0.00199057;-3.89629e-07;
0.0017975;0.00697953;0.00697651;-0.00199057;-3.87038e-07;
0.0017985;0.00697958;0.00697651;-0.00199057;-3.8448e-07;
0.0017995;0.00697953;0.00697651;-0.00199057;-3.81955e-07;
0.0018005;0.00697958;0.00697651;-0.00199057;-3.79463e-07;
0.0018015;0.00697953;0.00697651;-0.00199057;-3.77003e-07;
0.0018025;0.00697958;0.00697651;-0.00199057;-3.74574e-07;
0.0018035;0.00697953;0.00697651;-0.00199057;-3.72176e-07;
0.0018045;0.00697957;0.00697651;-0.00199057;-3.69809e-07;
0.0018055;0.00697953;0.00697651;-0.00199057;-3.67471e-07;
0.0018065;0.00697957;0.00697651;-0.00199057;-3.65162e-07;
0.0018075;0.00697953;0.00697651;-0.00199057;-3.62881e-07;
0.0018085;0.00697957;0.00697651;-0.00199057;-3.60629e-07;
0.0018095;0.00697953;0.00697651;-0.00199057;-3.58404e-07;
0.0018105;0.00697957;0.00697651;-0.00199057;-3.56206e-07;
0.0018115;0.00697953;0.00697651;-0.00199057;-3.54034e-07;
0.0018125;0.00697957;0.00697651;-0.00199057;-3.51889e-07;
0.0018135;0.00697954;0.00697651;-0.00199057;-3.49769e-07;
0.0018145;0.00697957;0.00697651;-0.00199057;-3.47674e-07;
0.0018155;0.00697954;0.00697651;-0.00199057;-3.45605e-07;
0.0018165;0.00697957;0.00697651;-0.00199057;-3.43559e-07;
0.0018175;0.00697954;0.00697651;-0.00199057;-3.41537e-07;
0.0018185;0.00697957;0.00697651;-0.00199057;-3.39539e-07;
0.0018195;0.00697954;0.00697651;-0.00199057;-3.37563e-07;
0.0018205;0.00697957;0.00697651;-0.00199057;-3.35611e-07;
0.0018215;0.00697954;0.00697651;-0.00199057;-3.3368e-07;
0.0018225;0.00697957;0.00697651;-0.00199057;-3.31771e-07;
0.0018235;0.00697954;0.00697651;-0.00199057;-3.29884e-07;
0.0018245;0.00697957;0.00697651;-0.00199057;-3.28018e-07;
0.0018255;0.00697954;0.00697651;-0.00199057;-3.26173e-07;
0.0018265;0.00697957;0.00697651;-0.00199057;-3.24348e-07;
0.0018275;0.00697954;0.00697651;-0.00199057;-3.22544e-07;
0.0018285;0.00697957;0.00697651;-0.00199057;-3.20759e-07;
0.0018295;0.00697954;0.00697651;-0.00199057;-3.18994e-07;
0.0018305;0.00697957;0.00697651;-0.00199057;-3.17248e-07;
0.0018315;0.00697954;0.00697651;-0.00199057;-3.1552e-07;
0.0018325;0.00697957;0.00697651;-0.00199057;-3.13811e-07;
0.0018335;0.00697954;0.00697651;-0.00199057;-3.12121e-07;
0.0018345;0.00697957;0.00697651;-0.00199057;-3.10448e-07;
0.0018355;0.00697954;0.00697651;-0.00199057;-3.08793e-07;
0.0018365;0.00697957;0.00697651;-0.00199057;-3.07156e-07;
0.0018375;0.00697954;0.00697651;-0.00199057;-3.05535e-07;
0.0018385;0.00697957;0.00697651;-0.00199057;-3.03932e-07;
0.0018395;0.00697954;0.00697651;-0.00199057;-3.02345e-07;
0.0018405;0.00697957;0.00697651;-0.00199057;-3.00774e-07;
0.0018415;0.00697954;0.00697651;-0.00199057;-2.9922e-07;
0.0018425;0.00697957;0.00697651;-0.00199057;-2.97681e-07;
0.0018435;0.00697954;0.00697651;-0.00199057;-2.96158e-07;
0.0018445;0.00697957;0.00697651;-0.00199057;-2.94651e-07;
0.0018455;0.00697954;0.00697651;-0.00199057;-2.93158e-07;
0.0018465;0.00697957;0.00697651;-0.00199057;-2.91681e-07;
0.0018475;0.00697954;0.00697651;-0.00199057;-2.90218e-07;
0.0018485;0.00697957;0.00697651;-0.00199057;-2.88769e-07;
0.0018495;0.00697954;0.00697651;-0.00199057;-2.87335e-07;
0.0018505;0.00697957;0.00697651;-0.00199057;-2.85915e-07;
0.0018515;0.00697954;0.00697651;-0.00199057;-2.84509e-07;
0.0018525;0.00697956;0.00697651;-0.00199057;-2.83116e-07;
0.0018535;0.00697954;0.00697651;-0.00199057;-2.81737e-07;
0.0018545;0.00697956;0.00697651;-0.00199057;-2.80371e-07;
0.0018555;0.00697954;0.00697651;-0.00199057;-2.79019e-07;
0.0018565;0.00697956;0.00697651;-0.00199057;-2.77679e-07;
0.0018575;0.00697954;0.00697651;-0.00199057;-2.76352e-07;
0.0018585;0.00697956;0.00697651;-0.00199057;-2.75037e-07;
0.0018595;0.00697954;0.00697651;-0.00199057;-2.73735e-07;
0.0018605;0.00697956;0.00697651;-0.00199057;-2.72444e-07;
0.0018615;0.00697954;0.00697651;-0.00199057;-2.71166e-07;
0.0018625;0.00697956;0.00697651;-0.00199057;-2.699e-07;
0.0018635;0.00697954;0.00697651;-0.00199057;-2.68646e-07;
0.0018645;0.00697956;0.00697651;-0.00199057;-2.67402e-07;
0.0018655;0.00697955;0.00697651;-0.00199057;-2.66171e-07;
0.0018665;0.00697956;0.00697651;-0.00199057;-2.6495e-07;
0.0018675;0.00697955;0.00697651;-0.00199057;-2.63741e-07;
0.0018685;0.00697956;0.00697651;-0.00199057;-2.62542e-07;
0.0018695;0.00697955;0.00697651;-0.00199057;-2.61355e-07;
0.0018705;0.00697956;0.00697651;-0.00199057;-2.60177e-07;
0.0018715;0.00697955;0.00697651;-0.00199057;-2.59011e-07;
0.0018725;0.00697956;0.00697651;-0.00199057;-2.57855e-07;
0.0018735;0.00697955;0.00697651;-0.00199057;-2.56708e-07;
0.0018745;0.00697956;0.00697651;-0.00199057;-2.55572e-07;
0.0018755;0.00697955;0.00697651;-0.00199057;-2.54446e-07;
0.0018765;0.00697956;0.00697651;-0.00199057;-2.5333e-07;
0.0018775;0.00697955;0.00697651;-0.00199057;-2.52223e-07;
0.0018785;0.00697956;0.00697651;-0.00199057;-2.51126e-07;
0.0018795;0.00697955;0.00697651;-0.00199057;-2.50039e-07;
0.0018805;0.00697956;0.00697651;-0.00199057;-2.4896e-07;
0.0018815;0.00697955;0.00697651;-0.00199057;-2.47891e-07;
0.0018825;0.00697956;0.00697651;-0.00199057;-2.46831e-07;
0.0018835;0.00697955;0.00697651;-0.00199057;-2.4578e-07;
0.0018845;0.00697956;0.00697651;-0.00199057;-2.44738e-07;
0.0018855;0.00697955;0.00697651;-0.00199057;-2.43705e-07;
0.0018865;0.00697956;0.00697651;-0.00199057;-2.4268e-07;
0.0018875;0.00697955;0.00697651;-0.00199057;-2.41663e-07;
0.0018885;0.00697956;0.00697651;-0.00199057;-2.40655e-07;
0.0018895;0.00697955;0.00697651;-0.00199057;-2.39656e-07;
0.0018905;0.00697956;0.00697651;-0.00199057;-2.38665e-07;
0.0018915;0.00697955;0.00697651;-0.00199057;-2.37681e-07;
0.0018925;0.00697956;0.00697651;-0.00199057;-2.36706e-07;
0.0018935;0.00697955;0.00697651;-0.00199057;-2.35739e-07;
0.0018945;0.00697956;0.00697651;-0.00199057;-2.34779e-07;
0.0018955;0.00697955;0.00697651;-0.00199057;-2.33827e-07;
0.0018965;0.00697956;0.00697651;-0.00199057;-2.32883e-07;
0.0018975;0.00697955;0.00697651;-0.00199057;-2.31947e-07;
0.0018985;0.00697956;0.00697651;-0.00199057;-2.31018e-07;
0.0018995;0.00697955;0.00697651;-0.00199057;-2.30096e-07;
0.0019005;0.00697956;0.00697651;-0.00199057;-2.29181e-07;
0.0019015;0.00697955;0.00697651;-0.00199057;-2.28274e-07;
0.0019025;0.00697956;0.00697651;-0.00199057;-2.27374e-07;
0.0019035;0.00697955;0.00697651;-0.00199057;-2.26481e-07;
0.0019045;0.00697956;0.00697651;-0.00199057;-2.25594e-07;
0.0019055;0.00697955;0.00697651;-0.00199057;-2.24715e-07;
0.0019065;0.00697956;0.00697651;-0.00199057;-2.23843e-07;
0.0019075;0.00697955;0.00697651;-0.00199057;-2.22977e-07;
0.0019085;0.00697956;0.00697651;-0.00199057;-2.22117e-07;
0.0019095;0.00697955;0.00697651;-0.00199057;-2.21265e-07;
0.0019105;0.00697956;0.00697651;-0.00199057;-2.20419e-07;
0.0019115;0.00697955;0.00697651;-0.00199057;-2.19579e-07;
0.0019125;0.00697956;0.00697651;-0.00199057;-2.18745e-07;
0.0019135;0.00697955;0.00697651;-0.00199057;-2.17918e-07;
0.0019145;0.00697956;0.00697651;-0.00199057;-2.17097e-07;
0.0019155;0.00697955;0.00697651;-0.00199057;-2.16282e-07;
0.0019165;0.00697956;0.00697651;-0.00199057;-2.15473e-07;
0.0019175;0.00697955;0.00697651;-0.00199057;-2.14671e-07;
0.0019185;0.00697956;0.00697651;-0.00199057;-2.13874e-07;
0.0019195;0.00697955;0.00697651;-0.00199057;-2.13083e-07;
0.0019205;0.00697956;0.00697651;-0.00199057;-2.12297e-07;
0.0019215;0.00697955;0.00697651;-0.00199057;-2.11518e-07;
0.0019225;0.00697956;0.00697651;-0.00199057;-2.10744e-07;
0.0019235;0.00697955;0.00697651;-0.00199057;-2.09976e-07;
0.0019245;0.00697956;0.00697651;-0.00199057;-2.09213e-07;
0.0019255;0.00697955;0.00697651;-0.00199057;-2.08456e-07;
0.0019265;0.00697956;0.00697651;-0.00199057;-2.07704e-07;
0.0019275;0.00697955;0.00697651;-0.00199057;-2.06958e-07;
0.0019285;0.00697956;0.00697651;-0.00199057;-2.06217e-07;
0.0019295;0.00697955;0.00697651;-0.00199057;-2.05481e-07;
0.0019305;0.00697956;0.00697651;-0.00199057;-2.0475e-07;
0.0019315;0.00697955;0.00697651;-0.00199057;-2.04025e-07;
0.0019325;0.00697956;0.00697651;-0.00199057;-2.03304e-07;
0.0019335;0.00697955;0.00697651;-0.00199057;-2.02589e-07;
0.0019345;0.00697956;0.00697651;-0.00199057;-2.01879e-07;
0.0019355;0.00697955;0.00697651;-0.00199057;-2.01173e-07;
0.0019365;0.00697956;0.00697651;-0.00199057;-2.00473e-07;
0.0019375;0.00697955;0.00697651;-0.00199057;-1.99777e-07;
0.0019385;0.00697956;0.00697651;-0.00199057;-1.99086e-07;
0.0019395;0.00697955;0.00697651;-0.00199057;-1.984e-07;
0.0019405;0.00697955;0.00697651;-0.00199057;-1.97718e-07;
0.0019415;0.00697955;0.00697651;-0.00199057;-1.97042e-07;
0.0019425;0.00697955;0.00697651;-0.00199057;-1.96369e-07;
0.0019435;0.00697955;0.00697651;-0.00199057;-1.95702e-07;
0.0019445;0.00697955;0.00697651;-0.00199057;-1.95038e-07;
0.0019455;0.00697955;0.00697651;-0.00199057;-1.9438e-07;
0.0019465;0.00697955;0.00697651;-0.00199057;-1.93725e-07;
0.0019475;0.00697955;0.00697651;-0.00199057;-1.93075e-07;
0.0019485;0.00697955;0.00697651;-0.00199057;-1.9243e-07;
0.0019495;0.00697955;0.00697651;-0.00199057;-1.91788e-07;
0.0019505;0.00697955;0.00697651;-0.00199057;-1.91151e-07;
0.0019515;0.00697955;0.00697651;-0.00199057;-1.90518e-07;
0.0019525;0.00697955;0.00697651;-0.00199057;-1.89889e-07;
0.0019535;0.00697955;0.00697651;-0.00199057;-1.89265e-07;
0.0019545;0.00697955;0.00697651;-0.00199057;-1.88644e-07;
0.0019555;0.00697955;0.00697651;-0.00199057;-1.88027e-07;
0.0019565;0.00697955;0.00697651;-0.00199057;-1.87415e-07;
0.0019575;0.00697955;0.00697651;-0.00199057;-1.86806e-07;
0.0019585;0.00697955;0.00697651;-0.00199057;-1.86202e-07;
0.0019595;0.00697955;0.00697651;-0.00199057;-1.85601e-07;
0.0019605;0.00697955;0.00697651;-0.00199057;-1.85004e-07;
0.0019615;0.00697955;0.00697651;-0.00199057;-1.84411e-07;
0.0019625;0.00697955;0.00697651;-0.00199057;-1.83821e-07;
0.0019635;0.00697955;0.00697651;-0.00199057;-1.83236e-07;
0.0019645;0.00697955;0.00697651;-0.00199057;-1.82654e-07;
0.0019655;0.00697955;0.00697651;-0.00199057;-1.82075e-07;
0.0019665;0.00697955;0.00697651;-0.00199057;-1.81501e-07;
0.0019675;0.00697955;0.00697651;-0.00199057;-1.8093e-07;
0.0019685;0.00697955;0.00697651;-0.00199057;-1.80362e-07;
0.0019695;0.00697955;0.00697651;-0.00199057;-1.79798e-07;
0.0019705;0.00697955;0.00697651;-0.00199057;-1.79238e-07;
0.0019715;0.00697955;0.00697651;-0.00199057;-1.78681e-07;
0.0019725;0.00697955;0.00697651;-0.00199057;-1.78127e-07;
0.0019735;0.00697956;0.00697651;-0.00199057;-1.77577e-07;
0.0019745;0.00697955;0.00697651;-0.00199057;-1.7703e-07;
0.0019755;0.00697956;0.00697651;-0.00199057;-1.76487e-07;
0.0019765;0.00697955;0.00697651;-0.00199057;-1.75947e-07;
0.0019775;0.00697956;0.00697651;-0.00199057;-1.7541e-07;
0.0019785;0.00697955;0.00697651;-0.00199057;-1.74876e-07;
0.0019795;0.00697956;0.00697651;-0.00199057;-1.74346e-07;
0.0019805;0.00697955;0.00697651;-0.00199057;-1.73819e-07;
0.0019815;0.00697956;0.00697651;-0.00199057;-1.73295e-07;
0.0019825;0.00697955;0.00697651;-0.00199057;-1.72774e-07;
0.0019835;0.00697956;0.00697651;-0.00199057;-1.72256e-07;
0.0019845;0.00697955;0.00697651;-0.00199057;-1.71741e-07;
0.0019855;0.00697956;0.00697651;-0.00199057;-1.71229e-07;
0.0019865;0.00697955;0.00697651;-0.00199057;-1.70721e-07;
0.0019875;0.00697956;0.00697651;-0.00199057;-1.70215e-07;
0.0019885;0.00697955;0.00697651;-0.00199057;-1.69713e-07;
0.0019895;0.00697956;0.00697651;-0.00199057;-1.69213e-07;
0.0019905;0.00697955;0.00697651;-0.00199057;-1.68716e-07;
0.0019915;0.00697956;0.00697651;-0.00199057;-1.68222e-07;
0.0019925;0.00697955;0.00697651;-0.00199057;-1.67731e-07;
0.0019935;0.00697956;0.00697651;-0.00199057;-1.67243e-07;
0.0019945;0.00697955;0.00697651;-0.00199057;-1.66758e-07;
0.0019955;0.00697956;0.00697651;-0.00199057;-1.66275e-07;
0.0019965;0.00697955;0.00697651;-0.00199057;-1.65795e-07;
0.0019975;0.00697956;0.00697651;-0.00199057;-1.65318e-07;
0.0019985;0.00697955;0.00697651;-0.00199057;-1.64844e-07;
0.0019995;0.00697956;0.00697651;-0.00199057;-1.64372e-07;
0.002;0.00697955;0.00697651;-0.00199057;-1.64137e-07;
0.0020001;0.00700637;0.00697818;-0.00199094;-1.6409e-07;
0.0020003;0.00706132;0.00698474;-0.00199166;-1.63997e-07;
0.0020007;0.00717131;0.00701489;-0.0019931;-1.6381e-07;
0.0020015;0.00739132;0.00712524;-0.00199593;-1.63437e-07;
0.0020025;0.00766652;0.00732359;-0.00199938;-1.62973e-07;
0.0020035;0.00794179;0.00755741;-0.00200274;-1.62512e-07;
0.0020045;0.00821722;0.00780567;-0.002006;-1.62054e-07;
0.0020055;0.00849269;0.00805459;-0.00200918;-1.61598e-07;
0.0020065;0.0087683;0.00829213;-0.00201228;-1.61144e-07;
0.0020075;0.00904395;0.00850664;-0.0020153;-1.60694e-07;
0.0020085;0.00931972;0.00868981;-0.00201823;-1.60245e-07;
0.0020095;0.00959551;0.00884074;-0.0020211;-1.59799e-07;
0.0020105;0.0098714;0.00896532;-0.00202389;-1.59356e-07;
0.0020115;0.0101473;0.00907127;-0.00202663;-1.58915e-07;
0.0020125;0.0104233;0.00916457;-0.0020293;-1.58477e-07;
0.0020135;0.0106992;0.00924889;-0.00203191;-1.58041e-07;
0.0020145;0.0109753;0.00932654;-0.00203447;-1.57607e-07;
0.0020155;0.0112513;0.00939897;-0.00203699;-1.57175e-07;
0.0020165;0.0115275;0.00946721;-0.00203945;-1.56746e-07;
0.0020175;0.0118036;0.00953205;-0.00204187;-1.5632e-07;
0.0020185;0.0120798;0.00959407;-0.00204425;-1.55895e-07;
0.0020195;0.012356;0.0096537;-0.00204658;-1.55473e-07;
0.0020205;0.0126323;0.00971129;-0.00204888;-1.55053e-07;
0.0020215;0.0129085;0.00976712;-0.00205114;-1.54636e-07;
0.0020225;0.0131848;0.00982141;-0.00205336;-1.54221e-07;
0.0020235;0.0134611;0.00987435;-0.00205555;-1.53807e-07;
0.0020245;0.0137375;0.0099261;-0.00205771;-1.53396e-07;
0.0020255;0.0140138;0.00997677;-0.00205983;-1.52988e-07;
0.0020265;0.0142902;0.0100265;-0.00206193;-1.52581e-07;
0.0020275;0.0145666;0.0100753;-0.00206399;-1.52177e-07;
0.0020285;0.0148424;0.0101233;-0.00206603;-1.51774e-07;
0.0020295;0.0151134;0.01017;-0.00206804;-1.51374e-07;
0.0020305;0.0153514;0.0102121;-0.00207001;-1.50976e-07;
0.0020315;0.0155073;0.0102422;-0.00207193;-1.5058e-07;
0.0020325;0.015598;0.0102595;-0.00207381;-1.50186e-07;
0.0020335;0.015657;0.0102703;-0.00207565;-1.49794e-07;
0.0020345;0.0156998;0.0102779;-0.00207747;-1.49404e-07;
0.0020355;0.0157332;0.0102837;-0.00207926;-1.49016e-07;
0.0020365;0.0157606;0.0102885;-0.00208102;-1.48631e-07;
0.0020375;0.0157838;0.0102924;-0.00208277;-1.48247e-07;
0.0020385;0.015804;0.0102958;-0.00208449;-1.47865e-07;
0.0020395;0.0158219;0.0102989;-0.0020862;-1.47485e-07;
0.0020405;0.015838;0.0103016;-0.00208788;-1.47107e-07;
0.0020415;0.0158527;0.010304;-0.00208955;-1.46731e-07;
0.0020425;0.0158661;0.0103063;-0.0020912;-1.46357e-07;
0.0020435;0.0158786;0.0103083;-0.00209283;-1.45984e-07;
0.0020445;0.0158903;0.0103103;-0.00209444;-1.45614e-07;
0.0020455;0.0159012;0.0103121;-0.00209603;-1.45245e-07;
0.0020465;0.0159115;0.0103138;-0.00209762;-1.44879e-07;
0.0020475;0.0159213;0.0103154;-0.00209918;-1.44514e-07;
0.0020485;0.0159306;0.010317;-0.00210073;-1.44151e-07;
0.0020495;0.0159395;0.0103184;-0.00210226;-1.4379e-07;
0.00205;0.0159438;0.0103191;-0.00210303;-1.4361e-07;
0.0020501;0.0159437;0.0103192;-0.00210302;-1.43574e-07;
0.0020503;0.0159436;0.0103194;-0.00210302;-1.43502e-07;
0.0020507;0.0159436;0.0103194;-0.00210302;-1.43359e-07;
0.0020515;0.0159436;0.0103194;-0.00210302;-1.43073e-07;
0.0020525;0.0159436;0.0103194;-0.00210302;-1.42717e-07;
0.0020535;0.0159436;0.0103194;-0.00210302;-1.42363e-07;
0.0020545;0.0159436;0.0103194;-0.00210302;-1.4201e-07;
0.0020555;0.0159436;0.0103194;-0.00210302;-1.4166e-07;
0.0020565;0.0159436;0.0103194;-0.00210302;-1.41311e-07;
0.0020575;0.0159436;0.0103194;-0.00210302;-1.40964e-07;
0.0020585;0.0159436;0.0103194;-0.00210302;-1.40618e-07;
0.0020595;0.0159436;0.0103194;-0.00210302;-1.40274e-07;
0.0020605;0.0159436;0.0103194;-0.00210302;-1.39932e-07;
0.0020615;0.0159436;0.0103194;-0.00210302;-1.39592e-07;
0.0020625;0.0159436;0.0103194;-0.00210302;-1.39253e-07;
0.0020635;0.0159436;0.0103194;-0.00210302;-1.38916e-07;
0.0020645;0.0159436;0.0103194;-0.00210302;-1.3858e-07;
0.0020655;0.0159436;0.0103194;-0.00210302;-1.38246e-07;
0.0020665;0.0159436;0.0103194;-0.00210302;-1.37914e-07;
0.0020675;0.0159436;0.0103194;-0.00210302;-1.37583e-07;
0.0020685;0.0159436;0.0103194;-0.00210302;-1.37254e-07;
0.0020695;0.0159436;0.0103194;-0.00210302;-1.36926e-07;
0.0020705;0.0159436;0.0103194;-0.00210302;-1.366e-07;
0.0020715;0.0159436;0.0103194;-0.00210302;-1.36276e-07;
0.0020725;0.0159436;0.0103194;-0.00210302;-1.35953e-07;
0.0020735;0.0159436;0.0103194;-0.00210302;-1.35631e-07;
0.0020745;0.0159436;0.0103194;-0.00210302;-1.35311e-07;
0.0020755;0.0159436;0.0103194;-0.00210302;-1.34993e-07;
0.0020765;0.0159436;0.0103194;-0.00210302;-1.34676e-07;
0.0020775;0.0159436;0.0103194;-0.00210302;-1.3436e-07;
0.0020785;0.0159436;0.0103194;-0.00210302;-1.34046e-07;
0.0020795;0.0159436;0.0103194;-0.00210302;-1.33733e-07;
0.0020805;0.0159436;0.0103194;-0.00210302;-1.33422e-07;
0.0020815;0.0159436;0.0103194;-0.00210302;-1.33113e-07;
0.0020825;0.0159436;0.0103194;-0.00210302;-1.32804e-07;
0.0020835;0.0159436;0.0103194;-0.00210302;-1.32498e-07;
0.0020845;0.0159436;0.0103194;-0.00210302;-1.32192e-07;
0.0020855;0.0159436;0.0103194;-0.00210302;-1.31888e-07;
0.0020865;0.0159436;0.0103194;-0.00210302;-1.31585e-07;
0.0020875;0.0159436;0.0103194;-0.00210302;-1.31284e-07;
0.0020885;0.0159436;0.0103194;-0.00210302;-1.30984e-07;
0.0020895;0.0159436;0.0103194;-0.00210302;-1.30686e-07;
0.0020905;0.0159436;0.0103194;-0.00210302;-1.30389e-07;
0.0020915;0.0159436;0.0103194;-0.00210302;-1.30093e-07;
0.0020925;0.0159436;0.0103194;-0.00210302;-1.29798e-07;
0.0020935;0.0159436;0.0103194;-0.00210302;-1.29505e-07;
0.0020945;0.0159436;0.0103194;-0.00210302;-1.29213e-07;
0.0020955;0.0159436;0.0103194;-0.00210302;-1.28923e-07;
0.0020965;0.0159436;0.0103194;-0.00210302;-1.28633e-07;
0.0020975;0.0159436;0.0103194;-0.00210302;-1.28346e-07;
0.0020985;0.0159436;0.0103194;-0.00210302;-1.28059e-07;
0.0020995;0.0159436;0.0103194;-0.00210302;-1.27773e-07;
0.0021005;0.0159436;0.0103194;-0.00210302;-1.27489e-07;
0.0021015;0.0159436;0.0103194;-0.00210302;-1.27206e-07;
0.0021025;0.0159436;0.0103194;-0.00210302;-1.26925e-07;
0.0021035;0.0159436;0.0103194;-0.00210302;-1.26644e-07;
0.0021045;0.0159436;0.0103194;-0.00210302;-1.26365e-07;
0.0021055;0.0159436;0.0103194;-0.00210302;-1.26087e-07;
0.0021065;0.0159436;0.0103194;-0.00210302;-1.25811e-07;
0.0021075;0.0159436;0.0103194;-0.00210302;-1.25535e-07;
0.0021085;0.0159436;0.0103194;-0.00210302;-1.25261e-07;
0.0021095;0.0159436;0.0103194;-0.00210302;-1.24988e-07;
0.0021105;0.0159436;0.0103194;-0.00210302;-1.24716e-07;
0.0021115;0.0159436;0.0103194;-0.00210302;-1.24445e-07;
0.0021125;0.0159436;0.0103194;-0.00210302;-1.24175e-07;
0.0021135;0.0159436;0.0103194;-0.00210302;-1.23907e-07;
