time;I(D4);I(D5);I(D6);I(D7);
0.0007895;0.00899998;-2.45137e-12;-0.00202044;-4.08779e-07;
0.0007905;0.00900002;-2.45137e-12;-0.00202045;-4.0593e-07;
0.0007915;0.00899998;-2.45315e-12;-0.00202044;-4.0312e-07;
0.0007925;0.00900002;-2.45137e-12;-0.00202045;-4.00349e-07;
0.0007935;0.00899998;-2.45137e-12;-0.00202044;-3.97614e-07;
0.0007945;0.00900002;-2.45493e-12;-0.00202045;-3.94917e-07;
0.0007955;0.00899998;-2.45315e-12;-0.00202044;-3.92255e-07;
0.0007965;0.00900002;-2.45493e-12;-0.00202045;-3.89629e-07;
0.0007975;0.00899998;-2.45137e-12;-0.00202044;-3.87038e-07;
0.0007985;0.00900002;-2.45315e-12;-0.00202045;-3.8448e-07;
0.0007995;0.00899998;-2.45315e-12;-0.00202044;-3.81955e-07;
0.0008005;0.00900002;-2.45315e-12;-0.00202045;-3.79463e-07;
0.0008015;0.00899998;-2.45315e-12;-0.00202044;-3.77003e-07;
0.0008025;0.00900002;-2.45137e-12;-0.00202045;-3.74574e-07;
0.0008035;0.00899998;-2.45315e-12;-0.00202044;-3.72176e-07;
0.0008045;0.00900002;-2.45315e-12;-0.00202045;-3.69809e-07;
0.0008055;0.00899998;-2.45315e-12;-0.00202044;-3.67471e-07;
0.0008065;0.00900002;-2.45315e-12;-0.00202045;-3.65162e-07;
0.0008075;0.00899998;-2.45137e-12;-0.00202044;-3.62881e-07;
0.0008085;0.00900002;-2.45315e-12;-0.00202045;-3.60629e-07;
0.0008095;0.00899998;-2.45137e-12;-0.00202044;-3.58404e-07;
0.0008105;0.00900002;-2.45315e-12;-0.00202045;-3.56206e-07;
0.0008115;0.00899998;-2.45315e-12;-0.00202044;-3.54034e-07;
0.0008125;0.00900002;-2.45315e-12;-0.00202045;-3.51889e-07;
0.0008135;0.00899998;-2.45493e-12;-0.00202044;-3.49769e-07;
0.0008145;0.00900002;-2.45315e-12;-0.00202045;-3.47674e-07;
0.0008155;0.00899998;-2.45137e-12;-0.00202044;-3.45605e-07;
0.0008165;0.00900002;-2.45315e-12;-0.00202045;-3.43559e-07;
0.0008175;0.00899998;-2.45315e-12;-0.00202044;-3.41537e-07;
0.0008185;0.00900002;-2.45493e-12;-0.00202045;-3.39539e-07;
0.0008195;0.00899998;-2.45315e-12;-0.00202044;-3.37563e-07;
0.0008205;0.00900002;-2.45137e-12;-0.00202045;-3.35611e-07;
0.0008215;0.00899998;-2.45315e-12;-0.00202044;-3.3368e-07;
0.0008225;0.00900002;-2.45315e-12;-0.00202045;-3.31771e-07;
0.0008235;0.00899998;-2.45493e-12;-0.00202044;-3.29884e-07;
0.0008245;0.00900002;-2.45315e-12;-0.00202045;-3.28018e-07;
0.0008255;0.00899998;-2.4496e-12;-0.00202044;-3.26173e-07;
0.0008265;0.00900002;-2.45315e-12;-0.00202045;-3.24348e-07;
0.0008275;0.00899998;-2.45315e-12;-0.00202044;-3.22544e-07;
0.0008285;0.00900002;-2.45315e-12;-0.00202045;-3.20759e-07;
0.0008295;0.00899998;-2.45315e-12;-0.00202044;-3.18994e-07;
0.0008305;0.00900002;-2.45315e-12;-0.00202045;-3.17248e-07;
0.0008315;0.00899998;-2.45493e-12;-0.00202044;-3.1552e-07;
0.0008325;0.00900002;-2.45493e-12;-0.00202045;-3.13811e-07;
0.0008335;0.00899998;-2.45137e-12;-0.00202044;-3.12121e-07;
0.0008345;0.00900002;-2.45315e-12;-0.00202045;-3.10448e-07;
0.0008355;0.00899998;-2.4496e-12;-0.00202044;-3.08793e-07;
0.0008365;0.00900002;-2.45315e-12;-0.00202045;-3.07156e-07;
0.0008375;0.00899998;-2.45315e-12;-0.00202044;-3.05535e-07;
0.0008385;0.00900002;-2.45315e-12;-0.00202045;-3.03932e-07;
0.0008395;0.00899998;-2.45493e-12;-0.00202044;-3.02345e-07;
0.0008405;0.00900002;-2.45137e-12;-0.00202045;-3.00774e-07;
0.0008415;0.00899998;-2.45315e-12;-0.00202044;-2.9922e-07;
0.0008425;0.00900002;-2.45137e-12;-0.00202045;-2.97681e-07;
0.0008435;0.00899998;-2.45137e-12;-0.00202044;-2.96158e-07;
0.0008445;0.00900002;-2.45315e-12;-0.00202045;-2.94651e-07;
0.0008455;0.00899998;-2.45137e-12;-0.00202044;-2.93158e-07;
0.0008465;0.00900002;-2.45315e-12;-0.00202045;-2.91681e-07;
0.0008475;0.00899998;-2.45315e-12;-0.00202044;-2.90218e-07;
0.0008485;0.00900002;-2.45137e-12;-0.00202045;-2.88769e-07;
0.0008495;0.00899998;-2.45137e-12;-0.00202044;-2.87335e-07;
0.0008505;0.00900002;-2.45137e-12;-0.00202045;-2.85915e-07;
0.0008515;0.00899998;-2.45315e-12;-0.00202044;-2.84509e-07;
0.0008525;0.00900002;-2.45137e-12;-0.00202045;-2.83116e-07;
0.0008535;0.00899998;-2.45493e-12;-0.00202044;-2.81737e-07;
0.0008545;0.00900002;-2.45493e-12;-0.00202045;-2.80371e-07;
0.0008555;0.00899998;-2.45137e-12;-0.00202044;-2.79019e-07;
0.0008565;0.00900002;-2.45315e-12;-0.00202045;-2.77679e-07;
0.0008575;0.00899998;-2.45137e-12;-0.00202044;-2.76352e-07;
0.0008585;0.00900002;-2.45137e-12;-0.00202045;-2.75037e-07;
0.0008595;0.00899998;-2.45315e-12;-0.00202044;-2.73735e-07;
0.0008605;0.00900002;-2.45315e-12;-0.00202045;-2.72444e-07;
0.0008615;0.00899998;-2.45315e-12;-0.00202044;-2.71166e-07;
0.0008625;0.00900002;-2.45315e-12;-0.00202045;-2.699e-07;
0.0008635;0.00899998;-2.45315e-12;-0.00202044;-2.68646e-07;
0.0008645;0.00900002;-2.45137e-12;-0.00202045;-2.67402e-07;
0.0008655;0.00899998;-2.45315e-12;-0.00202044;-2.66171e-07;
0.0008665;0.00900002;-2.45315e-12;-0.00202045;-2.6495e-07;
0.0008675;0.00899998;-2.45493e-12;-0.00202044;-2.63741e-07;
0.0008685;0.00900002;-2.45137e-12;-0.00202045;-2.62542e-07;
0.0008695;0.00899998;-2.45315e-12;-0.00202045;-2.61355e-07;
0.0008705;0.00900002;-2.45137e-12;-0.00202045;-2.60177e-07;
0.0008715;0.00899998;-2.4496e-12;-0.00202045;-2.59011e-07;
0.0008725;0.00900002;-2.45137e-12;-0.00202045;-2.57855e-07;
0.0008735;0.00899998;-2.45137e-12;-0.00202045;-2.56708e-07;
0.0008745;0.00900002;-2.45137e-12;-0.00202045;-2.55572e-07;
0.0008755;0.00899998;-2.45137e-12;-0.00202045;-2.54446e-07;
0.0008765;0.00900002;-2.45137e-12;-0.00202045;-2.5333e-07;
0.0008775;0.00899998;-2.45315e-12;-0.00202045;-2.52223e-07;
0.0008785;0.00900002;-2.45493e-12;-0.00202045;-2.51126e-07;
0.0008795;0.00899998;-2.45315e-12;-0.00202045;-2.50039e-07;
0.0008805;0.00900002;-2.45315e-12;-0.00202045;-2.4896e-07;
0.0008815;0.00899998;-2.45315e-12;-0.00202045;-2.47891e-07;
0.0008825;0.00900002;-2.45315e-12;-0.00202045;-2.46831e-07;
0.0008835;0.00899998;-2.45315e-12;-0.00202045;-2.4578e-07;
0.0008845;0.00900002;-2.45315e-12;-0.00202045;-2.44738e-07;
0.0008855;0.00899998;-2.45315e-12;-0.00202045;-2.43705e-07;
0.0008865;0.00900002;-2.45137e-12;-0.00202045;-2.4268e-07;
0.0008875;0.00899998;-2.45493e-12;-0.00202045;-2.41663e-07;
0.0008885;0.00900002;-2.45493e-12;-0.00202045;-2.40655e-07;
0.0008895;0.00899998;-2.45315e-12;-0.00202045;-2.39656e-07;
0.0008905;0.00900002;-2.45137e-12;-0.00202045;-2.38665e-07;
0.0008915;0.00899998;-2.45315e-12;-0.00202045;-2.37681e-07;
0.0008925;0.00900002;-2.45315e-12;-0.00202045;-2.36706e-07;
0.0008935;0.00899998;-2.45315e-12;-0.00202045;-2.35739e-07;
0.0008945;0.00900002;-2.45137e-12;-0.00202045;-2.34779e-07;
0.0008955;0.00899998;-2.45137e-12;-0.00202045;-2.33827e-07;
0.0008965;0.00900002;-2.45137e-12;-0.00202045;-2.32883e-07;
0.0008975;0.00899998;-2.45137e-12;-0.00202045;-2.31947e-07;
0.0008985;0.00900002;-2.45137e-12;-0.00202045;-2.31018e-07;
0.0008995;0.00899998;-2.45315e-12;-0.00202045;-2.30096e-07;
0.0009005;0.00900002;-2.45315e-12;-0.00202045;-2.29181e-07;
0.0009015;0.00899998;-2.45137e-12;-0.00202045;-2.28274e-07;
0.0009025;0.00900002;-2.45137e-12;-0.00202045;-2.27374e-07;
0.0009035;0.00899998;-2.45137e-12;-0.00202045;-2.26481e-07;
0.0009045;0.00900002;-2.45493e-12;-0.00202045;-2.25594e-07;
0.0009055;0.00899998;-2.45137e-12;-0.00202045;-2.24715e-07;
0.0009065;0.00900002;-2.45315e-12;-0.00202045;-2.23843e-07;
0.0009075;0.00899998;-2.45315e-12;-0.00202045;-2.22977e-07;
0.0009085;0.00900002;-2.45137e-12;-0.00202045;-2.22117e-07;
0.0009095;0.00899998;-2.45315e-12;-0.00202045;-2.21265e-07;
0.0009105;0.00900002;-2.45137e-12;-0.00202045;-2.20419e-07;
0.0009115;0.00899998;-2.45315e-12;-0.00202045;-2.19579e-07;
0.0009125;0.00900002;-2.45493e-12;-0.00202045;-2.18745e-07;
0.0009135;0.00899998;-2.45315e-12;-0.00202045;-2.17918e-07;
0.0009145;0.00900002;-2.45493e-12;-0.00202045;-2.17097e-07;
0.0009155;0.00899998;-2.45315e-12;-0.00202045;-2.16282e-07;
0.0009165;0.00900002;-2.45137e-12;-0.00202045;-2.15473e-07;
0.0009175;0.00899998;-2.4496e-12;-0.00202045;-2.14671e-07;
0.0009185;0.00900002;-2.45315e-12;-0.00202045;-2.13874e-07;
0.0009195;0.00899998;-2.45315e-12;-0.00202045;-2.13083e-07;
0.0009205;0.00900002;-2.45315e-12;-0.00202045;-2.12297e-07;
0.0009215;0.00899998;-2.45137e-12;-0.00202045;-2.11518e-07;
0.0009225;0.00900002;-2.45315e-12;-0.00202045;-2.10744e-07;
0.0009235;0.00899998;-2.45493e-12;-0.00202045;-2.09976e-07;
0.0009245;0.00900002;-2.45137e-12;-0.00202045;-2.09213e-07;
0.0009255;0.00899998;-2.45137e-12;-0.00202045;-2.08456e-07;
0.0009265;0.00900002;-2.45315e-12;-0.00202045;-2.07704e-07;
0.0009275;0.00899998;-2.45315e-12;-0.00202045;-2.06958e-07;
0.0009285;0.00900002;-2.45315e-12;-0.00202045;-2.06217e-07;
0.0009295;0.00899998;-2.45315e-12;-0.00202045;-2.05481e-07;
0.0009305;0.00900002;-2.45137e-12;-0.00202045;-2.0475e-07;
0.0009315;0.00899998;-2.45315e-12;-0.00202045;-2.04025e-07;
0.0009325;0.00900002;-2.45315e-12;-0.00202045;-2.03304e-07;
0.0009335;0.00899998;-2.45137e-12;-0.00202045;-2.02589e-07;
0.0009345;0.00900002;-2.45137e-12;-0.00202045;-2.01879e-07;
0.0009355;0.00899998;-2.45315e-12;-0.00202045;-2.01173e-07;
0.0009365;0.00900002;-2.45315e-12;-0.00202045;-2.00473e-07;
0.0009375;0.00899998;-2.45315e-12;-0.00202045;-1.99777e-07;
0.0009385;0.00900002;-2.45315e-12;-0.00202045;-1.99086e-07;
0.0009395;0.00899998;-2.45315e-12;-0.00202045;-1.984e-07;
0.0009405;0.00900002;-2.45315e-12;-0.00202045;-1.97718e-07;
0.0009415;0.00899998;-2.45137e-12;-0.00202045;-1.97042e-07;
0.0009425;0.00900002;-2.45315e-12;-0.00202045;-1.96369e-07;
0.0009435;0.00899998;-2.45137e-12;-0.00202045;-1.95702e-07;
0.0009445;0.00900002;-2.45137e-12;-0.00202045;-1.95038e-07;
0.0009455;0.00899998;-2.45137e-12;-0.00202045;-1.9438e-07;
0.0009465;0.00900002;-2.45315e-12;-0.00202045;-1.93725e-07;
0.0009475;0.00899998;-2.45137e-12;-0.00202045;-1.93075e-07;
0.0009485;0.00900002;-2.45137e-12;-0.00202045;-1.9243e-07;
0.0009495;0.00899998;-2.45137e-12;-0.00202045;-1.91788e-07;
0.0009505;0.00900002;-2.45315e-12;-0.00202045;-1.91151e-07;
0.0009515;0.00899998;-2.45315e-12;-0.00202045;-1.90518e-07;
0.0009525;0.00900002;-2.45137e-12;-0.00202045;-1.89889e-07;
0.0009535;0.00899998;-2.45315e-12;-0.00202045;-1.89265e-07;
0.0009545;0.00900002;-2.45315e-12;-0.00202045;-1.88644e-07;
0.0009555;0.00899998;-2.45315e-12;-0.00202045;-1.88027e-07;
0.0009565;0.00900002;-2.45137e-12;-0.00202045;-1.87415e-07;
0.0009575;0.00899998;-2.45315e-12;-0.00202045;-1.86806e-07;
0.0009585;0.00900002;-2.45493e-12;-0.00202045;-1.86202e-07;
0.0009595;0.00899998;-2.45137e-12;-0.00202045;-1.85601e-07;
0.0009605;0.00900002;-2.45315e-12;-0.00202045;-1.85004e-07;
0.0009615;0.00899998;-2.45315e-12;-0.00202045;-1.84411e-07;
0.0009625;0.00900002;-2.45137e-12;-0.00202045;-1.83821e-07;
0.0009635;0.00899998;-2.45315e-12;-0.00202045;-1.83236e-07;
0.0009645;0.00900002;-2.45315e-12;-0.00202045;-1.82654e-07;
0.0009655;0.00899998;-2.45137e-12;-0.00202045;-1.82075e-07;
0.0009665;0.00900002;-2.45137e-12;-0.00202045;-1.81501e-07;
0.0009675;0.00899998;-2.45137e-12;-0.00202045;-1.8093e-07;
0.0009685;0.00900002;-2.45493e-12;-0.00202045;-1.80362e-07;
0.0009695;0.00899998;-2.45137e-12;-0.00202045;-1.79798e-07;
0.0009705;0.00900002;-2.45315e-12;-0.00202045;-1.79238e-07;
0.0009715;0.00899998;-2.45315e-12;-0.00202045;-1.78681e-07;
0.0009725;0.00900002;-2.45315e-12;-0.00202045;-1.78127e-07;
0.0009735;0.00899998;-2.45315e-12;-0.00202045;-1.77577e-07;
0.0009745;0.00900002;-2.45137e-12;-0.00202045;-1.7703e-07;
0.0009755;0.00899998;-2.45493e-12;-0.00202045;-1.76487e-07;
0.0009765;0.00900002;-2.45315e-12;-0.00202045;-1.75947e-07;
0.0009775;0.00899998;-2.45315e-12;-0.00202045;-1.7541e-07;
0.0009785;0.00900002;-2.45315e-12;-0.00202045;-1.74876e-07;
0.0009795;0.00899998;-2.45137e-12;-0.00202045;-1.74346e-07;
0.0009805;0.00900002;-2.45137e-12;-0.00202045;-1.73819e-07;
0.0009815;0.00899998;-2.45315e-12;-0.00202045;-1.73295e-07;
0.0009825;0.00900002;-2.45315e-12;-0.00202045;-1.72774e-07;
0.0009835;0.00899998;-2.45137e-12;-0.00202045;-1.72256e-07;
0.0009845;0.00900002;-2.45315e-12;-0.00202045;-1.71741e-07;
0.0009855;0.00899998;-2.45493e-12;-0.00202045;-1.71229e-07;
0.0009865;0.00900002;-2.45315e-12;-0.00202045;-1.70721e-07;
0.0009875;0.00899998;-2.45315e-12;-0.00202045;-1.70215e-07;
0.0009885;0.00900002;-2.45137e-12;-0.00202045;-1.69713e-07;
0.0009895;0.00899998;-2.45315e-12;-0.00202045;-1.69213e-07;
0.0009905;0.00900002;-2.45315e-12;-0.00202045;-1.68716e-07;
0.0009915;0.00899998;-2.45137e-12;-0.00202045;-1.68222e-07;
0.0009925;0.00900002;-2.45315e-12;-0.00202045;-1.67731e-07;
0.0009935;0.00899998;-2.45315e-12;-0.00202045;-1.67243e-07;
0.0009945;0.00900002;-2.45315e-12;-0.00202045;-1.66758e-07;
0.0009955;0.00899998;-2.45137e-12;-0.00202045;-1.66275e-07;
0.0009965;0.00900002;-2.45137e-12;-0.00202045;-1.65795e-07;
0.0009975;0.00899998;-2.45315e-12;-0.00202045;-1.65318e-07;
0.0009985;0.00900002;-2.45315e-12;-0.00202045;-1.64844e-07;
0.0009995;0.00899998;-2.45493e-12;-0.00202045;-1.64372e-07;
0.001;0.00900002;-2.45137e-12;-0.00202045;-1.64137e-07;
0.0010001;0.00902799;-2.45493e-12;-0.00202101;-1.6409e-07;
0.0010003;0.009084;-2.47091e-12;-0.00202204;-1.63997e-07;
0.0010007;0.009196;-2.49401e-12;-0.00202399;-1.6381e-07;
0.0010015;0.00942;-2.55618e-12;-0.00202789;-1.63437e-07;
0.0010025;0.0097;-2.64144e-12;-0.00203266;-1.62973e-07;
0.0010035;0.00998;-2.73204e-12;-0.00203736;-1.62512e-07;
0.0010045;0.01026;-2.82441e-12;-0.00204195;-1.62054e-07;
0.0010055;0.01054;-2.91855e-12;-0.00204649;-1.61598e-07;
0.0010065;0.01082;-3.00737e-12;-0.00205092;-1.61144e-07;
0.0010075;0.0111;-3.09441e-12;-0.0020553;-1.60694e-07;
0.0010085;0.01138;-3.1779e-12;-0.00205958;-1.60245e-07;
0.0010095;0.01166;-3.25429e-12;-0.00206382;-1.59799e-07;
0.0010105;0.01194;-3.32889e-12;-0.00206798;-1.59356e-07;
0.0010115;0.01222;-3.39995e-12;-0.0020721;-1.58915e-07;
0.0010125;0.0125;-3.46922e-12;-0.00207616;-1.58477e-07;
0.0010135;0.01278;-3.5385e-12;-0.00208018;-1.58041e-07;
0.0010145;0.01306;-3.60423e-12;-0.00208415;-1.57607e-07;
0.0010155;0.01334;-3.66995e-12;-0.00208809;-1.57175e-07;
0.0010165;0.01362;-3.73568e-12;-0.00209198;-1.56746e-07;
0.0010175;0.0139;-3.8014e-12;-0.00209584;-1.5632e-07;
0.0010185;0.01418;-3.86535e-12;-0.00209966;-1.55895e-07;
0.0010195;0.01446;-3.9293e-12;-0.00210346;-1.55473e-07;
0.0010205;0.01474;-3.99325e-12;-0.00210722;-1.55053e-07;
0.0010215;0.01502;-4.05542e-12;-0.00211096;-1.54636e-07;
0.0010225;0.0153;-4.23839e-12;-0.00211466;-1.54221e-07;
0.0010235;0.01558;-5.61684e-12;-0.00211835;-1.53807e-07;
0.0010245;0.01586;-2.07372e-11;-0.00212201;-1.53396e-07;
0.0010255;0.01614;-1.91875e-10;-0.00212564;-1.52988e-07;
0.0010265;0.01642;-2.12534e-09;-0.00212926;-1.52581e-07;
0.0010275;0.0167;-2.38655e-08;-0.00213286;-1.52177e-07;
0.0010285;0.01698;-2.66777e-07;-0.00213643;-1.51774e-07;
0.0010295;0.01726;-2.91039e-06;-0.00213999;-1.51374e-07;
0.0010305;0.01754;-2.65341e-05;-0.0021435;-1.50976e-07;
0.0010315;0.01782;-0.000126368;-0.00214691;-1.5058e-07;
0.0010325;0.0181;-0.000304031;-0.00215029;-1.50186e-07;
0.0010335;0.01838;-0.00051971;-0.00215364;-1.49794e-07;
0.0010345;0.01866;-0.000753973;-0.00215697;-1.49404e-07;
0.0010355;0.01894;-0.00099855;-0.00216028;-1.49016e-07;
0.0010365;0.01922;-0.00124959;-0.00216358;-1.48631e-07;
0.0010375;0.0195;-0.001505;-0.00216686;-1.48247e-07;
0.0010385;0.01978;-0.00176355;-0.00217012;-1.47865e-07;
0.0010395;0.02006;-0.00202447;-0.00217337;-1.47485e-07;
0.0010405;0.02034;-0.00228722;-0.00217661;-1.47107e-07;
0.0010415;0.02062;-0.00255144;-0.00217983;-1.46731e-07;
0.0010425;0.0209;-0.00281685;-0.00218304;-1.46357e-07;
0.0010435;0.02118;-0.00308327;-0.00218624;-1.45984e-07;
0.0010445;0.02146;-0.00335052;-0.00218943;-1.45614e-07;
0.0010455;0.02174;-0.0036185;-0.00219261;-1.45245e-07;
0.0010465;0.02202;-0.0038871;-0.00219577;-1.44879e-07;
0.0010475;0.0223;-0.00415624;-0.00219893;-1.44514e-07;
0.0010485;0.02258;-0.00442586;-0.00220208;-1.44151e-07;
0.0010495;0.02286;-0.00469591;-0.00220522;-1.4379e-07;
0.00105;0.023;-0.00483107;-0.00220679;-1.4361e-07;
0.0010501;0.023;-0.00483121;-0.00220679;-1.43574e-07;
0.0010503;0.023;-0.00483128;-0.00220679;-1.43502e-07;
0.0010507;0.023;-0.00483132;-0.00220679;-1.43359e-07;
0.0010515;0.023;-0.00483133;-0.00220679;-1.43073e-07;
0.0010525;0.023;-0.00483132;-0.00220679;-1.42717e-07;
0.0010535;0.023;-0.00483133;-0.00220679;-1.42363e-07;
0.0010545;0.023;-0.00483132;-0.00220679;-1.4201e-07;
0.0010555;0.023;-0.00483133;-0.00220679;-1.4166e-07;
0.0010565;0.023;-0.00483132;-0.00220679;-1.41311e-07;
0.0010575;0.023;-0.00483133;-0.00220679;-1.40964e-07;
0.0010585;0.023;-0.00483132;-0.00220679;-1.40618e-07;
0.0010595;0.023;-0.00483133;-0.00220679;-1.40274e-07;
0.0010605;0.023;-0.00483132;-0.00220679;-1.39932e-07;
0.0010615;0.023;-0.00483133;-0.00220679;-1.39592e-07;
0.0010625;0.023;-0.00483132;-0.00220679;-1.39253e-07;
0.0010635;0.023;-0.00483133;-0.00220679;-1.38916e-07;
0.0010645;0.023;-0.00483132;-0.00220679;-1.3858e-07;
0.0010655;0.023;-0.00483133;-0.00220679;-1.38246e-07;
0.0010665;0.023;-0.00483132;-0.00220679;-1.37914e-07;
0.0010675;0.023;-0.00483133;-0.00220679;-1.37583e-07;
0.0010685;0.023;-0.00483132;-0.00220679;-1.37254e-07;
0.0010695;0.023;-0.00483133;-0.00220679;-1.36926e-07;
0.0010705;0.023;-0.00483132;-0.00220679;-1.366e-07;
0.0010715;0.023;-0.00483133;-0.00220679;-1.36276e-07;
0.0010725;0.023;-0.00483132;-0.00220679;-1.35953e-07;
0.0010735;0.023;-0.00483133;-0.00220679;-1.35631e-07;
0.0010745;0.023;-0.00483132;-0.00220679;-1.35311e-07;
0.0010755;0.023;-0.00483133;-0.00220679;-1.34993e-07;
0.0010765;0.023;-0.00483132;-0.00220679;-1.34676e-07;
0.0010775;0.023;-0.00483133;-0.00220679;-1.3436e-07;
0.0010785;0.023;-0.00483132;-0.00220679;-1.34046e-07;
0.0010795;0.023;-0.00483133;-0.00220679;-1.33733e-07;
0.0010805;0.023;-0.00483132;-0.00220679;-1.33422e-07;
0.0010815;0.023;-0.00483133;-0.00220679;-1.33113e-07;
0.0010825;0.023;-0.00483132;-0.00220679;-1.32804e-07;
0.0010835;0.023;-0.00483133;-0.00220679;-1.32498e-07;
0.0010845;0.023;-0.00483132;-0.00220679;-1.32192e-07;
0.0010855;0.023;-0.00483133;-0.00220679;-1.31888e-07;
0.0010865;0.023;-0.00483132;-0.00220679;-1.31585e-07;
0.0010875;0.023;-0.00483133;-0.00220679;-1.31284e-07;
0.0010885;0.023;-0.00483132;-0.00220679;-1.30984e-07;
0.0010895;0.023;-0.00483133;-0.00220679;-1.30686e-07;
0.0010905;0.023;-0.00483132;-0.00220679;-1.30389e-07;
0.0010915;0.023;-0.00483133;-0.00220679;-1.30093e-07;
0.0010925;0.023;-0.00483132;-0.00220679;-1.29798e-07;
0.0010935;0.023;-0.00483133;-0.00220679;-1.29505e-07;
0.0010945;0.023;-0.00483132;-0.00220679;-1.29213e-07;
0.0010955;0.023;-0.00483133;-0.00220679;-1.28923e-07;
0.0010965;0.023;-0.00483132;-0.00220679;-1.28633e-07;
0.0010975;0.023;-0.00483133;-0.00220679;-1.28346e-07;
0.0010985;0.023;-0.00483132;-0.00220679;-1.28059e-07;
0.0010995;0.023;-0.00483133;-0.00220679;-1.27773e-07;
0.0011005;0.023;-0.00483132;-0.00220679;-1.27489e-07;
0.0011015;0.023;-0.00483133;-0.00220679;-1.27206e-07;
0.0011025;0.023;-0.00483132;-0.00220679;-1.26925e-07;
0.0011035;0.023;-0.00483133;-0.00220679;-1.26644e-07;
0.0011045;0.023;-0.00483132;-0.00220679;-1.26365e-07;
0.0011055;0.023;-0.00483133;-0.00220679;-1.26087e-07;
0.0011065;0.023;-0.00483132;-0.00220679;-1.25811e-07;
0.0011075;0.023;-0.00483133;-0.00220679;-1.25535e-07;
0.0011085;0.023;-0.00483132;-0.00220679;-1.25261e-07;
0.0011095;0.023;-0.00483133;-0.00220679;-1.24988e-07;
0.0011105;0.023;-0.00483132;-0.00220679;-1.24716e-07;
0.0011115;0.023;-0.00483133;-0.00220679;-1.24445e-07;
0.0011125;0.023;-0.00483132;-0.00220679;-1.24175e-07;
0.0011135;0.023;-0.00483133;-0.00220679;-1.23907e-07;
0.0011145;0.023;-0.00483132;-0.00220679;-1.2364e-07;
0.0011155;0.023;-0.00483133;-0.00220679;-1.23374e-07;
0.0011165;0.023;-0.00483132;-0.00220679;-1.23109e-07;
0.0011175;0.023;-0.00483133;-0.00220679;-1.22845e-07;
0.0011185;0.023;-0.00483132;-0.00220679;-1.22582e-07;
0.0011195;0.023;-0.00483133;-0.00220679;-1.2232e-07;
0.0011205;0.023;-0.00483132;-0.00220679;-1.2206e-07;
0.0011215;0.023;-0.00483133;-0.00220679;-1.218e-07;
0.0011225;0.023;-0.00483132;-0.00220679;-1.21542e-07;
0.0011235;0.023;-0.00483133;-0.00220679;-1.21285e-07;
0.0011245;0.023;-0.00483132;-0.00220679;-1.21029e-07;
0.001125;0.023;-0.00483133;-0.00220679;-1.20901e-07;
0.0011251;0.023;-0.00483132;-0.00220679;-2.10264e-10;
0.0011253;0.023;-0.00483132;-0.00220677;-3.5819e-12;
0.0011257;0.023;-0.00483135;-0.00196622;-3.361e-12;
0.0011265;0.023;-0.00483131;-0.00113229;-3.57737e-12;
0.001127;0.0230001;-0.0048313;-0.000634624;-7.2181e-11;
0.0011271;0.023;-0.00483125;-0.000590017;-1.28004e-09;
0.0011273;0.023;-0.00483121;-0.000548186;-4.33944e-07;
0.0011277;0.0230069;-0.00483512;-1.45354e-11;-0.00695695;
0.0011281;0.0231386;-0.00482997;-4.56272e-12;-0.104341;
0.00112841;0.0229396;-2.40163e-12;-1.58176e-12;-1.58104e-12;
0.00112863;0.0229682;-0.012405;-4.1928e-12;7.28255e-09;
0.00112872;0.0230347;-0.00327745;-4.06691e-12;5.12997e-10;
0.00112881;0.0229641;-0.00508807;-4.09795e-12;4.77097e-11;
0.00112889;0.0230357;-0.00510833;-4.09832e-12;3.92315e-12;
0.00112903;0.0229641;-0.00516638;-4.10268e-12;1.06691e-13;
0.00112929;0.0230357;-0.00530798;-4.1099e-12;-1.5879e-13;
0.00112972;0.0229641;-0.00526224;-4.12321e-12;-4.8047e-13;
0.00113031;0.0230355;-0.00528209;-4.1493e-12;-9.27387e-13;
0.00113107;0.0229633;-0.00482121;-4.26055e-12;-1.50037e-12;
0.00113141;0.0230346;-0.00478419;-4.35e-12;-1.75803e-12;
0.0011316;0.0229634;-0.00480794;-4.39976e-12;-1.89971e-12;
0.00113177;0.0230345;-0.00478135;-4.44467e-12;-2.02731e-12;
0.00113211;0.0229635;-0.0048086;-4.53445e-12;-2.2825e-12;
0.00113279;0.0230345;-0.00478001;-4.71421e-12;-2.79289e-12;
0.00113379;0.0229636;-0.00480937;-4.97958e-12;-3.54677e-12;
0.00113479;0.0230353;-0.00477997;-5.13465e-12;-0.000496276;
0.00113579;0.0229703;-0.00479632;-4.3959e-12;-0.00678348;
0.00113679;0.0230315;-0.00456241;-4.1695e-12;-2.11355e-06;
0.00113779;0.022967;-0.00513182;-4.38075e-12;-0.00258411;
0.00113869;0.0230332;-0.00445048;-4.35285e-12;-0.00205559;
0.00113957;0.0229667;-0.00513308;-4.37639e-12;-0.00233363;
0.00114057;0.0230334;-0.00444932;-4.35591e-12;-0.00223011;
0.00114157;0.0229665;-0.00513401;-4.37322e-12;-0.00221906;
0.00114257;0.0230336;-0.00444852;-4.35742e-12;-0.00231225;
0.00114357;0.0229664;-0.00513468;-4.3707e-12;-0.00216188;
0.00114457;0.0230336;-0.00444798;-4.35871e-12;-0.00234883;
0.00114557;0.0229663;-0.00513512;-4.36884e-12;-0.0021403;
